,paul15_clusters,n_counts_all,louvain,louvain_anno,dpt_pseudotime,distance,clusters
2673,13Baso,1727.0,4,4,0.16927028,0.16927028,4
2674,6Ery,407.0,12,12,0.27656016,0.27656016,12
2675,12Baso,832.0,4,4,0.18598543,0.18598543,4
2676,3Ery,8802.0,3,3,0.8033834,0.8033834,3
2677,13Baso,1246.0,1,1,0.28811562,0.28811562,1
2678,13Baso,1407.0,9,9,0.2915756,0.2915756,9
2679,16Neu,1917.0,19,19/Neu,0.41029057,0.41029057,19/Neu
2680,10GMP,1636.0,0,0,0.14418381,0.14418381,0
2681,16Neu,1147.0,14,14,0.36449417,0.36449417,14
2682,13Baso,1033.0,9,9,0.27549464,0.27549464,9
2683,5Ery,2440.0,13,13,0.5081732,0.5081732,13
2684,2Ery,4623.0,17,17,0.7878833,0.7878833,17
2685,9GMP,352.0,4,4,0.16264531,0.16264531,4
2686,16Neu,2238.0,19,19/Neu,0.45519015,0.45519015,19/Neu
2687,8Mk,580.0,8,8,0.1974726,0.1974726,8
2688,11DC,388.0,23,23,inf,inf,23
2689,13Baso,1503.0,0,0,0.20323637,0.20323637,0
2690,10GMP,902.0,0,0,0.1919006,0.1919006,0
2691,5Ery,2710.0,18,18,0.615109,0.615109,18
2692,15Mo,1423.0,2,2,0.24340443,0.24340443,2
2693,13Baso,2644.0,9,9,0.29841548,0.29841548,9
2694,9GMP,827.0,0,0,0.10851985,0.10851985,0
2695,14Mo,1738.0,4,4,0.30307677,0.30307677,4
2696,13Baso,1523.0,4,4,0.17437954,0.17437954,4
2697,14Mo,1845.0,1,1,0.20116259,0.20116259,1
2698,15Mo,1290.0,2,2,0.23287462,0.23287462,2
2699,15Mo,1887.0,2,2,0.31455162,0.31455162,2
2700,10GMP,1008.0,0,0,0.061460488,0.061460488,0
2701,15Mo,1604.0,19,19/Neu,0.42639902,0.42639902,19/Neu
2702,16Neu,2011.0,14,14,0.3548367,0.3548367,14
2703,6Ery,1057.0,13,13,0.45607635,0.45607635,13
2704,2Ery,3895.0,3,3,0.65120876,0.65120876,3
2705,13Baso,3749.0,1,1,0.19789192,0.19789192,1
2706,5Ery,882.0,12,12,0.27463245,0.27463245,12
2707,7MEP,500.0,8,8,0.22301336,0.22301336,8
2708,19Lymph,425.0,21,21,inf,inf,21
2709,6Ery,656.0,13,13,0.46053115,0.46053115,13
2710,13Baso,2006.0,9,9,0.27810687,0.27810687,9
2711,2Ery,3544.0,5,5,0.7151604,0.7151604,5
2712,11DC,994.0,23,23,inf,inf,23
2713,7MEP,421.0,8,8,0.23415217,0.23415217,8
2714,13Baso,773.0,4,4,0.25177506,0.25177506,4
2715,2Ery,3173.0,6,6,0.6796993,0.6796993,6
2716,14Mo,2672.0,1,1,0.2613229,0.2613229,1
2717,13Baso,1375.0,9,9,0.27117473,0.27117473,9
2718,8Mk,1706.0,20,20/Mk,0.20349626,0.20349626,20/Mk
2719,13Baso,2544.0,0,0,0.27662063,0.27662063,0
2720,7MEP,1228.0,16,16/Stem,0.16077825,0.16077825,16/Stem
2721,10GMP,1265.0,0,0,0.10594031,0.10594031,0
2722,10GMP,954.0,0,0,0.06277269,0.06277269,0
2723,14Mo,2557.0,2,2,0.21411811,0.21411811,2
2724,16Neu,1520.0,19,19/Neu,0.36409757,0.36409757,19/Neu
2725,2Ery,4873.0,6,6,0.64913964,0.64913964,6
2726,13Baso,3553.0,24,24/Mo,0.29852143,0.29852143,24/Mo
2727,7MEP,443.0,8,8,0.1961167,0.1961167,8
2728,15Mo,3252.0,2,2,0.2641639,0.2641639,2
2729,3Ery,6401.0,3,3,0.76203936,0.76203936,3
